Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
9555,computer science,2015.0,3.0,,,
9628,computer science,2015.0,3.0,,,5.0
10135,computer science,2014.0,2.0,,1.0,5.0
10830,computer science,2013.0,2.0,,1.0,5.0
10893,computer science,2013.0,2.0,,1.0,38.0
10928,computer science,2013.0,2.0,,1.0,147.0
11239,computer science,2012.0,2.0,,1.0,88.0
11425,computer science,2012.0,2.0,,,
11461,computer science,2011.0,2.0,,,
11470,computer science,2011.0,2.0,,,
1801,computer science,2019.0,3.0,,,9.0
8490,regional & urban planning,2016.0,3.0,,,
9911,computer science,2014.0,2.0,,,
5982,computer science,2017.0,3.0,,,126.0
8484,education & educational research,2016.0,3.0,,,
6032,business,2017.0,3.0,,,17.0
10026,business,2014.0,2.0,,,3.0
4810,communication,2018.0,3.0,,,17.0
8529,business,2016.0,3.0,,,
4556,engineering,2018.0,3.0,,,
234,computer science,2019.0,3.0,,,286.0
428,geography,2019.0,3.0,,,14.0
4052,physics,2018.0,3.0,,,
4335,psychology,2018.0,3.0,,,167.0
7386,computer science,2016.0,3.0,,,11.0
7815,computer science,2016.0,3.0,,,5.0
7880,ecology,2016.0,3.0,,,
8007,mathematics,2016.0,3.0,,,14.0
9189,computer science,2015.0,3.0,,,5.0
9858,multidisciplinary sciences,2014.0,2.0,,1.0,6.0
10035,multidisciplinary sciences,2014.0,2.0,,1.0,14.0
4629,hospitality,2018.0,3.0,,,1.0
3655,computer science,2018.0,3.0,,,
852,computer science,2019.0,3.0,,,3.0
5118,computer science,2018.0,3.0,,,106.0
9524,linguistics,2015.0,3.0,,,80.0
7856,communication,2016.0,3.0,,,111.0
8271,linguistics,2016.0,3.0,,,80.0
11513,linguistics,2011.0,2.0,,5.0,80.0
10989,linguistics,2013.0,2.0,,,
1616,hospitality,,,,,
10588,psychology,2013.0,2.0,,,89.0
9591,linguistics,2015.0,3.0,,,
2376,language & linguistics,2019.0,3.0,,,80.0
5774,communication,2017.0,3.0,,,
9173,computer science,2015.0,3.0,,,3.0
2611,communication,2019.0,3.0,,,15.0
3056,computer science,2018.0,3.0,,,52.0
3433,environmental sciences,2018.0,3.0,,,
4942,education & educational research,2018.0,3.0,,,144.0
5788,computer science,2017.0,3.0,,,98.0
5933,communication,2017.0,3.0,,,22.0
6590,communication,2017.0,3.0,,,12.0
7593,multidisciplinary sciences,2016.0,3.0,,,9.0
7859,computer science,2016.0,3.0,,,9.0
7925,operations research & management science,2016.0,3.0,,,
9726,operations research & management science,2015.0,3.0,,,3.0
11002,psychiatry,2013.0,2.0,,26.0,61.0
11307,information science & library science,2012.0,2.0,,3.0,1.0
2970,computer science,2018.0,3.0,,,70.0
10309,computer science,2014.0,2.0,,2.0,3.0
3423,international relations,2018.0,3.0,,,48.0
8688,multidisciplinary sciences,2015.0,3.0,,,21.0
10030,multidisciplinary sciences,2014.0,2.0,,1.0,9.0
11638,computer science,2011.0,2.0,,1.0,9.0
7753,information science & library science,2016.0,3.0,,,70.0
2802,anthropology,2019.0,3.0,,,21.0
11741,substance abuse,2010.0,2.0,,,
11427,plant sciences,2011.0,2.0,,,
4691,education & educational research,2018.0,3.0,,,
11043,psychology,2013.0,2.0,,2.0,4.0
4542,communication,2018.0,3.0,,,63.0
4501,computer science,2018.0,3.0,,,30.0
5372,psychology,2017.0,3.0,,,30.0
5430,communication,2017.0,3.0,,,30.0
6732,linguistics,2017.0,3.0,,,30.0
8527,linguistics,2016.0,3.0,,,12.0
9542,communication,2015.0,3.0,,,30.0
110,business,2019.0,3.0,,,56.0
1808,substance abuse,2019.0,3.0,,,23.0
2670,psychology,2019.0,3.0,,,4.0
2707,computer science,2019.0,3.0,,,23.0
4173,psychology,2018.0,3.0,,,4.0
4470,psychology,2018.0,3.0,,,4.0
6141,communication,2017.0,3.0,,,33.0
7698,psychology,2016.0,3.0,,,4.0
7804,"public, environmental & occupational health",2016.0,3.0,,,
8643,psychology,2015.0,3.0,,,56.0
3039,multidisciplinary sciences,2018.0,3.0,,,24.0
10835,psychology,2013.0,2.0,,5.0,30.0
10089,dentistry,2014.0,2.0,,37.0,8.0
1835,linguistics,2019.0,3.0,,,
5089,education,2018.0,3.0,,,160.0
5670,psychology,2017.0,3.0,,,4.0
2539,education & educational research,2019.0,3.0,,,76.0
281,communication,2020.0,4.0,,,30.0
630,communication,2019.0,3.0,,,41.0
849,medicine,2019.0,3.0,,,4.0
1188,psychology,2019.0,3.0,,,4.0
1065,mechanics,2019.0,3.0,,,2.0
5986,computer science,2017.0,3.0,,,2.0
682,linguistics,2019.0,3.0,,,80.0
3014,sociology,2018.0,3.0,,,63.0
3809,communication,2018.0,3.0,,,
7441,psychology,2016.0,3.0,,,4.0
11436,linguistics,2011.0,2.0,,,76.0
8255,linguistics,2016.0,3.0,,,148.0
8598,linguistics,2015.0,3.0,,,4.0
8229,communication,2016.0,3.0,,,33.0
2504,computer science,2019.0,3.0,,,244.0
6566,hospitality,2017.0,3.0,,,13.0
3212,communication,2018.0,3.0,,,
5150,computer science,2018.0,3.0,,,20.0
5608,computer science,2017.0,3.0,,,20.0
7148,computer science,2016.0,3.0,,,20.0
9382,computer science,2015.0,3.0,,,20.0
10906,computer science,2013.0,2.0,,,20.0
11238,automation & control systems,2012.0,2.0,,1.0,20.0
6084,computer science,2017.0,3.0,,,3.0
7001,education & educational research,2017.0,3.0,,,43.0
3546,linguistics,2018.0,3.0,,,261.0
4976,communication,2018.0,3.0,,,76.0
5394,communication,2017.0,3.0,,,
9662,linguistics,2015.0,3.0,,,
11123,computer science,2012.0,2.0,,,
2854,computer science,2018.0,3.0,,,11.0
10365,multidisciplinary sciences,2014.0,2.0,,3.0,8.0
5566,psychology,2017.0,3.0,,,57.0
7299,psychology,2016.0,3.0,,,
8146,"public, environmental & occupational health",2016.0,3.0,,,
9906,information science & library science,2014.0,2.0,,,77.0
5919,information science & library science,2017.0,3.0,,,77.0
3282,psychology,2018.0,3.0,,,4.0
6121,information science & library science,2017.0,3.0,,,77.0
6495,psychology,2017.0,3.0,,,4.0
6122,information science & library science,2017.0,3.0,,,77.0
6731,information science & library science,2017.0,3.0,,,77.0
6914,audiology & speech-language pathology,2017.0,3.0,,,154.0
5688,information science & library science,2017.0,3.0,,,
2620,information science & library science,2019.0,3.0,,,77.0
1914,information science & library science,2019.0,3.0,,,52.0
2894,audiology & speech-language pathology,2018.0,3.0,,,212.0
6624,information science & library science,2017.0,3.0,,,
4718,information science & library science,2018.0,3.0,,,
3478,clinical neurology,2018.0,3.0,,,220.0
174,clinical neurology,2019.0,3.0,,,45.0
134,communication,2019.0,3.0,,,23.0
5560,substance abuse,2017.0,3.0,,,23.0
3050,health care sciences & services,2018.0,3.0,,,23.0
2930,psychology,2018.0,3.0,,,121.0
7510,"public, environmental & occupational health",2016.0,3.0,,,81.0
6972,health care sciences & services,2017.0,3.0,,,23.0
7560,"public, environmental & occupational health",2016.0,3.0,,,23.0
8837,substance abuse,2015.0,3.0,,,23.0
6958,substance abuse,2017.0,3.0,,,81.0
7662,substance abuse,2016.0,3.0,,,23.0
1660,multidisciplinary sciences,2019.0,3.0,,,255.0
1929,psychology,2019.0,3.0,,,23.0
3100,psychology,2018.0,3.0,,,42.0
166,business,2019.0,3.0,,,32.0
3298,"public, environmental & occupational health",2018.0,3.0,,,8.0
1403,health care sciences & services,2019.0,3.0,,,23.0
893,environmental sciences,2019.0,3.0,,,23.0
1776,communication,2019.0,3.0,,,
5299,psychology,2017.0,3.0,,,4.0
6061,social sciences,2017.0,3.0,,,4.0
6999,social sciences,2017.0,3.0,,,4.0
2452,communication,2019.0,3.0,,,
7709,education & educational research,2016.0,3.0,,,3.0
8189,psychology,2016.0,3.0,,,4.0
2080,audiology & speech-language pathology,2019.0,3.0,,,154.0
683,psychology,2019.0,3.0,,,4.0
1932,psychology,2019.0,3.0,,,4.0
1849,clinical neurology,2019.0,3.0,,,45.0
5661,emergency medicine,2017.0,3.0,,,72.0
1977,psychology,2019.0,3.0,,,
6847,education,2017.0,3.0,,,72.0
9263,emergency medicine,2015.0,3.0,,,
9670,pharmacology & pharmacy,2015.0,3.0,,,45.0
10198,emergency medicine,2014.0,2.0,,,8.0
1895,"public, environmental & occupational health",2019.0,3.0,,,
605,health care sciences & services,2019.0,3.0,,,8.0
787,substance abuse,2019.0,3.0,,,8.0
1105,orthopedics,2019.0,3.0,,,8.0
1967,health care sciences & services,2019.0,3.0,,,8.0
1983,nutrition & dietetics,2019.0,3.0,,,
2088,information science & library science,2019.0,3.0,,,8.0
3182,multidisciplinary sciences,2018.0,3.0,,,8.0
5163,computer science,2017.0,3.0,,,5.0
6393,psychiatry,2017.0,3.0,,,8.0
8480,social sciences,2016.0,3.0,,,8.0
8844,health care sciences & services,2015.0,3.0,,,8.0
9066,computer science,2015.0,3.0,,,8.0
9151,communication,2015.0,3.0,,,34.0
9242,multidisciplinary sciences,2015.0,3.0,,,8.0
9832,cell & tissue engineering,2014.0,2.0,,3.0,8.0
10021,infectious diseases,2014.0,2.0,,3.0,8.0
10178,mathematical & computational biology,2014.0,2.0,,3.0,8.0
10486,health care sciences & services,2014.0,2.0,,,215.0
10619,oncology,2013.0,2.0,,3.0,8.0
10710,health care sciences & services,2013.0,2.0,,3.0,8.0
10903,multidisciplinary sciences,2013.0,2.0,,1.0,21.0
11306,sport sciences,2012.0,2.0,,2.0,35.0
11321,behavioral sciences,2012.0,2.0,,7.0,8.0
4870,communication,2018.0,3.0,,,10.0
2276,sociology,2019.0,3.0,,,102.0
5640,gastroenterology & hepatology,2017.0,3.0,,,45.0
8833,"public, environmental & occupational health",2015.0,3.0,,,23.0
9142,multidisciplinary sciences,2015.0,3.0,,,
1458,"public, environmental & occupational health",2019.0,3.0,,,8.0
2931,"public, environmental & occupational health",2018.0,3.0,,,8.0
3255,"public, environmental & occupational health",2018.0,3.0,,,8.0
3297,"public, environmental & occupational health",2018.0,3.0,,,8.0
4003,"public, environmental & occupational health",2018.0,3.0,,,8.0
6780,geography,2017.0,3.0,,,102.0
7223,immunology,2016.0,3.0,,,
713,"public, environmental & occupational health",2019.0,3.0,,,125.0
3377,environmental sciences,2018.0,3.0,,,47.0
7094,"public, environmental & occupational health",2016.0,3.0,,,23.0
668,computer science,2019.0,3.0,,,1.0
1464,computer science,2019.0,3.0,,,125.0
1737,"public, environmental & occupational health",2019.0,3.0,,,3.0
2133,health care sciences & services,2019.0,3.0,,,8.0
4238,"public, environmental & occupational health",2018.0,3.0,,,125.0
4474,multidisciplinary sciences,2018.0,3.0,,,8.0
6062,"public, environmental & occupational health",2017.0,3.0,,,125.0
1807,area studies,2019.0,3.0,,,
4097,health policy & services,2018.0,3.0,,,8.0
688,obstetrics & gynecology,2019.0,3.0,,,
1896,"public, environmental & occupational health",2019.0,3.0,,,
2487,public administration,2019.0,3.0,,,48.0
2492,communication,2019.0,3.0,,,47.0
4842,medicine,2018.0,3.0,,,168.0
527,medicine,2020.0,4.0,,,16.0
2630,computer science,2019.0,3.0,,,106.0
1968,multidisciplinary sciences,2019.0,3.0,,,24.0
3453,computer science,2018.0,3.0,,,2.0
472,environmental sciences,2019.0,3.0,,,28.0
10098,geography,2014.0,2.0,,,6.0
1992,environmental sciences,2019.0,3.0,,,143.0
5207,"public, environmental & occupational health",2017.0,3.0,,,3.0
11683,substance abuse,2010.0,2.0,,4.0,23.0
11710,substance abuse,2010.0,2.0,,4.0,23.0
6919,cultural studies,2017.0,3.0,,,
10616,"public, environmental & occupational health",2013.0,2.0,,,121.0
5635,sport sciences,2017.0,3.0,,,
7274,multidisciplinary sciences,2016.0,3.0,,,16.0
10337,psychology,2014.0,2.0,,4.0,46.0
10736,multidisciplinary sciences,2013.0,2.0,,,
2012,orthopedics,2019.0,3.0,,,8.0
3989,health care sciences & services,2018.0,3.0,,,16.0
5268,clinical neurology,2017.0,3.0,,,16.0
7983,dentistry,2016.0,3.0,,,16.0
8807,endocrinology & metabolism,2015.0,3.0,,,16.0
9447,anthropology,2015.0,3.0,,,8.0
10362,oncology,2014.0,2.0,,4.0,16.0
10959,health care sciences & services,2013.0,2.0,,4.0,16.0
3563,"public, environmental & occupational health",2018.0,3.0,,,131.0
5131,"public, environmental & occupational health",2018.0,3.0,,,23.0
8036,health care sciences & services,2016.0,3.0,,,23.0
10087,substance abuse,2014.0,2.0,,3.0,23.0
11220,substance abuse,2012.0,2.0,,,
6040,radiology,2017.0,3.0,,,220.0
6020,substance abuse,2017.0,3.0,,,42.0
7392,multidisciplinary sciences,2016.0,3.0,,,8.0
10440,health care sciences & services,2014.0,2.0,,3.0,8.0
10485,health care sciences & services,2014.0,2.0,,3.0,8.0
7842,computer science,2016.0,3.0,,,8.0
10535,"public, environmental & occupational health",2013.0,2.0,,,8.0
2165,environmental sciences,2019.0,3.0,,,8.0
2681,"public, environmental & occupational health",2019.0,3.0,,,4.0
8747,"public, environmental & occupational health",2015.0,3.0,,,23.0
4275,health care sciences & services,2018.0,3.0,,,8.0
8004,multidisciplinary sciences,2016.0,3.0,,,8.0
1644,chemistry,2019.0,3.0,,,8.0
6250,substance abuse,2017.0,3.0,,,23.0
8056,"public, environmental & occupational health",2016.0,3.0,,,23.0
5630,"public, environmental & occupational health",2017.0,3.0,,,39.0
356,health care sciences & services,2019.0,3.0,,,46.0
1415,health care sciences & services,2019.0,3.0,,,46.0
3210,"public, environmental & occupational health",2018.0,3.0,,,46.0
3665,statistics & probability,2018.0,3.0,,,8.0
2613,substance abuse,2019.0,3.0,,,23.0
1423,health care sciences & services,2019.0,3.0,,,35.0
3661,medicine,2018.0,3.0,,,
3875,allergy,2018.0,3.0,,,16.0
5064,audiology & speech-language pathology,2018.0,3.0,,,189.0
6426,clinical neurology,2017.0,3.0,,,68.0
718,cardiac & cardiovascular systems,2019.0,3.0,,,177.0
3241,education & educational research,2018.0,3.0,,,160.0
4830,hospitality,2018.0,3.0,,,13.0
6563,hospitality,2017.0,3.0,,,13.0
2838,communication,2019.0,3.0,,,
11400,computer science,2012.0,2.0,,1.0,36.0
1265,business,2019.0,3.0,,,13.0
1194,hospitality,2020.0,4.0,,,14.0
3003,geography,2018.0,3.0,,,14.0
2570,agricultural economics & policy,2019.0,3.0,,,128.0
9631,business,2015.0,3.0,,,13.0
1954,green & sustainable science & technology,2019.0,3.0,,,1.0
10968,communication,2013.0,2.0,,,84.0
4877,hospitality,2018.0,3.0,,,13.0
2868,hospitality,2018.0,3.0,,,34.0
4199,hospitality,2018.0,3.0,,,13.0
4811,business,2018.0,3.0,,,221.0
7932,information science & library science,2016.0,3.0,,,29.0
8941,geography,2015.0,3.0,,,13.0
6461,business,2017.0,3.0,,,1.0
315,business,,,,,
4738,computer science,2018.0,3.0,,,57.0
2410,computer science,2019.0,3.0,,,2.0
2705,hospitality,2019.0,3.0,,,13.0
4429,medicine,2018.0,3.0,,,72.0
7458,emergency medicine,2016.0,3.0,,,
5103,radiology,2018.0,3.0,,,19.0
4705,medicine,2018.0,3.0,,,72.0
5455,emergency medicine,2017.0,3.0,,,72.0
5456,emergency medicine,2017.0,3.0,,,72.0
5888,"public, environmental & occupational health",2017.0,3.0,,,72.0
5966,health care sciences & services,2017.0,3.0,,,72.0
6159,emergency medicine,2017.0,3.0,,,72.0
6388,emergency medicine,2017.0,3.0,,,72.0
7201,emergency medicine,2016.0,3.0,,,72.0
7440,emergency medicine,2016.0,3.0,,,72.0
3831,"public, environmental & occupational health",2018.0,3.0,,,8.0
5606,language & linguistics,2017.0,3.0,,,
1999,business,2019.0,3.0,,,18.0
2404,management,2019.0,3.0,,,5.0
1539,business,2019.0,3.0,,,18.0
811,computer science,2019.0,3.0,,,1.0
2181,energy & fuels,2019.0,3.0,,,22.0
3845,ecology,2018.0,3.0,,,28.0
7445,computer science,2016.0,3.0,,,27.0
3564,oceanography,2018.0,3.0,,,28.0
9203,biodiversity conservation,2015.0,3.0,,,28.0
6483,geography,2017.0,3.0,,,27.0
9784,geography,2015.0,3.0,,,
5776,geography,2017.0,3.0,,,27.0
3649,urban studies,2018.0,3.0,,,14.0
43,multidisciplinary sciences,2019.0,3.0,,,28.0
733,environmental sciences,2019.0,3.0,,,14.0
1637,environmental sciences,2019.0,3.0,,,143.0
2369,environmental sciences,2019.0,3.0,,,28.0
3099,computer science,2018.0,3.0,,,14.0
3263,geography,2018.0,3.0,,,14.0
5253,psychology,2017.0,3.0,,,
7675,communication,2016.0,3.0,,,4.0
6244,communication,2017.0,3.0,,,96.0
10766,psychology,2013.0,2.0,,2.0,4.0
11542,psychology,2011.0,2.0,,2.0,4.0
11789,psychology,2010.0,2.0,,,289.0
2063,psychology,2019.0,3.0,,,26.0
2520,communication,2019.0,3.0,,,30.0
4337,psychology,2018.0,3.0,,,4.0
4936,psychology,2018.0,3.0,,,4.0
5101,psychology,2018.0,3.0,,,4.0
5375,psychology,2017.0,3.0,,,4.0
6582,psychology,2017.0,3.0,,,4.0
6651,psychology,2017.0,3.0,,,4.0
7344,psychology,2016.0,3.0,,,4.0
8752,psychology,2015.0,3.0,,,4.0
9413,psychology,2015.0,3.0,,,4.0
1279,ethics,2019.0,3.0,,,75.0
1762,psychology,2019.0,3.0,,,4.0
5080,information science & library science,2018.0,3.0,,,4.0
7026,communication,2016.0,3.0,,,4.0
10521,environmental studies,2013.0,2.0,,2.0,4.0
10829,psychology,2013.0,2.0,,2.0,4.0
6805,education & educational research,2017.0,3.0,,,
7986,psychology,2016.0,3.0,,,289.0
8721,health care sciences & services,2015.0,3.0,,,4.0
8981,social work,2015.0,3.0,,,4.0
9464,psychology,2015.0,3.0,,,74.0
10784,computer science,2013.0,2.0,,2.0,4.0
3428,psychology,2018.0,3.0,,,4.0
3477,physics,2018.0,3.0,,,49.0
8107,"public, environmental & occupational health",2016.0,3.0,,,120.0
9025,psychology,2015.0,3.0,,,4.0
9835,psychology,2014.0,2.0,,2.0,4.0
9955,education & educational research,2014.0,2.0,,2.0,105.0
10038,psychology,2014.0,2.0,,2.0,4.0
11167,health care sciences & services,2012.0,2.0,,,4.0
11421,political science,2012.0,2.0,,,
11489,psychology,2011.0,2.0,,2.0,4.0
7357,psychology,2016.0,3.0,,,4.0
8108,psychology,2016.0,3.0,,,4.0
6667,communication,2017.0,3.0,,,
3588,pediatrics,2018.0,3.0,,,
4818,business,2018.0,3.0,,,
4869,business,2018.0,3.0,,,
1987,ethnic studies,2019.0,3.0,,,
14,pediatrics,2020.0,4.0,,,131.0
1847,environmental sciences,2019.0,3.0,,,131.0
3387,communication,2018.0,3.0,,,40.0
8822,agriculture,2015.0,3.0,,,71.0
2262,health care sciences & services,2019.0,3.0,,,
657,communication,2019.0,3.0,,,
6126,pharmacology & pharmacy,2017.0,3.0,,,16.0
951,ophthalmology,2019.0,3.0,,,
5232,cell & tissue engineering,2017.0,3.0,,,
7224,"public, environmental & occupational health",2016.0,3.0,,,
5636,surgery,2017.0,3.0,,,
10308,computer science,2014.0,2.0,,,
8096,computer science,2016.0,3.0,,,
7784,computer science,2016.0,3.0,,,106.0
1892,computer science,2019.0,3.0,,,
5856,"public, environmental & occupational health",2017.0,3.0,,,8.0
71,computer science,,,,,
1088,green & sustainable science & technology,2019.0,3.0,,,1.0
1283,engineering,2019.0,3.0,,,6.0
2632,environmental sciences,2019.0,3.0,,,2.0
4087,regional & urban planning,2018.0,3.0,,,2.0
5028,business,2018.0,3.0,,,2.0
2167,mechanics,2019.0,3.0,,,
880,computer science,2019.0,3.0,,,2.0
892,computer science,2019.0,3.0,,,
8111,computer science,2016.0,3.0,,,3.0
7436,operations research & management science,2016.0,3.0,,,124.0
464,computer science,2019.0,3.0,,,117.0
841,computer science,2019.0,3.0,,,
3291,computer science,2018.0,3.0,,,170.0
1160,urban studies,2019.0,3.0,,,
10738,health care sciences & services,2013.0,2.0,,,217.0
2503,communication,2019.0,3.0,,,34.0
2299,multidisciplinary sciences,2019.0,3.0,,,149.0
7338,communication,2016.0,3.0,,,22.0
2364,management,2019.0,3.0,,,1.0
9399,psychiatry,2015.0,3.0,,,24.0
7345,psychology,2016.0,3.0,,,
555,social sciences,2019.0,3.0,,,
561,criminology & penology,2019.0,3.0,,,
6838,family studies,2017.0,3.0,,,137.0
8710,criminology & penology,2015.0,3.0,,,
1116,criminology & penology,,,,,
6744,criminology & penology,2017.0,3.0,,,
6715,business,2017.0,3.0,,,1.0
1227,computer science,2019.0,3.0,,,
529,multidisciplinary sciences,2019.0,3.0,,,27.0
3908,biochemical research methods,2018.0,3.0,,,
7088,engineering,2016.0,3.0,,,3.0
10006,engineering,2014.0,2.0,,1.0,9.0
10048,engineering,2014.0,2.0,,1.0,9.0
712,surgery,2019.0,3.0,,,159.0
1335,surgery,2019.0,3.0,,,8.0
3581,surgery,2018.0,3.0,,,159.0
11619,psychology,2011.0,2.0,,,
11026,substance abuse,2013.0,2.0,,4.0,16.0
8520,psychology,2016.0,3.0,,,26.0
5479,psychology,2017.0,3.0,,,4.0
4681,communication,2018.0,3.0,,,4.0
40,computer science,,,,,8.0
2985,neuroimaging,2018.0,3.0,,,45.0
4791,psychology,2018.0,3.0,,,68.0
1546,economics,2019.0,3.0,,,14.0
7865,nursing,2016.0,3.0,,,14.0
11253,business,2012.0,2.0,,3.0,1.0
11451,business,2011.0,2.0,,3.0,1.0
11686,substance abuse,2010.0,2.0,,2.0,59.0
9743,education & educational research,2015.0,3.0,,,
6833,communication,2017.0,3.0,,,39.0
10144,business,2014.0,2.0,,,39.0
6545,business,2017.0,3.0,,,1.0
1434,green & sustainable science & technology,2019.0,3.0,,,13.0
2144,materials science,2019.0,3.0,,,57.0
5483,business,2017.0,3.0,,,1.0
5881,business,2017.0,3.0,,,1.0
5969,"public, environmental & occupational health",2017.0,3.0,,,
6538,communication,2017.0,3.0,,,96.0
6763,computer science,2017.0,3.0,,,29.0
7371,hospitality,2016.0,3.0,,,13.0
7686,business,2016.0,3.0,,,1.0
7689,business,2016.0,3.0,,,1.0
8540,computer science,2016.0,3.0,,,2.0
8690,management,2015.0,3.0,,,6.0
8895,business,2015.0,3.0,,,1.0
9793,hospitality,2015.0,3.0,,,13.0
10508,computer science,2013.0,2.0,,1.0,2.0
10979,hospitality,2013.0,2.0,,3.0,13.0
11728,substance abuse,2010.0,2.0,,4.0,23.0
10002,business,2014.0,2.0,,34.0,1.0
11387,business,2012.0,2.0,,34.0,1.0
68,economics,,,,,47.0
219,information science & library science,2019.0,3.0,,,1.0
